self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
No,550270,2491260,15,733,1306444,Rejected
No,992863,1770310,10,734,774279,Approved
No,530672,2750810,20,650,1797039,Rejected
No,1145226,2314010,10,636,1993337,Rejected
Yes,972597,1848420,10,705,337070,Rejected
No,419623,1280620,10,722,931017,Approved
No,835648,1559330,15,701,1203761,Approved
No,633164,1921360,15,732,99675,Rejected
Yes,446914,2681000,15,742,974805,Rejected
No,766345,3128110,15,713,477343,Rejected
No,610516,1508050,15,744,1420181,Approved
Yes,891430,2521720,20,698,1766741,Rejected
No,731187,1178350,10,686,326621,Rejected
Yes,791773,730570,10,707,782442,Approved
No,823550,1745900,10,627,1222214,Rejected
Yes,681017,1114670,10,752,531798,Approved
No,591801,2386130,20,731,862827,Rejected
Yes,724623,2744170,20,687,1017222,Rejected
No,904783,3028570,10,755,1467819,Rejected
Yes,744661,2479560,15,685,958293,Rejected
No,733285,738310,20,768,1045242,Approved
No,1185466,1691030,20,665,1601824,Rejected
Yes,30288,2499490,15,656,522812,Rejected
No,652331,2228040,10,630,1320983,Rejected
Yes,619824,2978900,10,735,1105937,Rejected
No,872564,1980750,15,739,1174145,Approved
Yes,1012112,1139720,15,706,2035816,Approved
No,595973,1658510,10,695,1156137,Rejected
Yes,962517,161980,20,760,1490263,Approved
No,929790,1275680,20,717,1387498,Approved
No,482503,2649620,10,678,1278465,Rejected
No,748861,2211950,10,794,-53313,Rejected
No,970013,3225170,15,807,1344332,Approved
No,833680,2465620,10,698,499438,Rejected
No,447650,2245820,15,741,993859,Rejected
No,436576,652020,10,695,1224673,Rejected
No,600867,473560,10,769,530570,Approved
No,1022754,1221300,10,711,525927,Approved
Yes,852735,2452680,15,738,946250,Approved
No,343495,1356500,10,727,1735644,Rejected
No,646307,1067570,15,642,1484150,Rejected
Yes,711709,2603490,10,730,658000,Rejected
Yes,813390,2785860,15,643,894129,Rejected
No,319983,1738560,15,779,616102,Rejected
No,794280,2497810,20,727,1216534,Approved
No,353740,2147470,15,655,1208522,Rejected
No,858002,1472020,15,634,964903,Rejected
Yes,433294,882920,10,737,1190775,Approved
No,712386,2793870,10,708,856787,Rejected
No,601980,1272180,20,668,990998,Rejected
No,578734,1406530,10,682,555349,Rejected
No,775304,2024590,20,776,1280024,Approved
No,829721,1424170,15,813,1302631,Approved
No,809641,1698500,10,759,1210389,Approved
No,827222,278720,15,738,1002578,Approved
No,998036,2999420,15,687,1663346,Rejected
No,650249,2238520,10,638,782796,Rejected
No,907980,2902560,15,750,787820,Approved
Yes,778128,2067790,10,756,1178064,Approved
Yes,954108,2642490,20,728,1168027,Approved
No,673891,2984910,20,679,1107250,Rejected
No,415174,1815340,20,697,946626,Rejected
No,888724,2702230,15,726,1082958,Approved
No,635229,1390020,15,744,2122676,Approved
Yes,687379,1745000,15,681,1200823,Rejected
Yes,851167,2776540,15,754,876439,Approved
No,908538,1660840,15,688,1243803,Rejected
Yes,745643,1779890,15,659,1181919,Rejected
No,779590,3129890,20,693,1844514,Rejected
Yes,1109673,2027160,15,699,1195578,Rejected
No,813343,2917380,10,614,1149978,Rejected
No,1165783,1778190,10,602,743494,Rejected
No,713976,1515340,10,786,1532763,Approved
No,643957,1508980,20,629,508797,Rejected
Yes,943941,3411020,15,678,659670,Rejected
No,648328,981260,15,708,1210305,Approved
No,903188,1313230,15,711,856162,Approved
Yes,1176959,2214760,10,816,793901,Approved
No,577456,1878470,10,666,1205370,Rejected
No,689695,2761660,10,735,1032921,Rejected
Yes,561390,2069290,10,722,999580,Rejected
No,464456,3053540,10,738,1294007,Rejected
No,941456,2789140,10,738,850293,Approved
Yes,786358,2053300,15,709,640356,Approved
Yes,672176,2116910,10,721,1201641,Approved
No,500707,2377940,10,806,1195300,Rejected
No,874952,1900800,10,708,1058363,Approved
No,687419,2926220,20,715,910832,Rejected
No,799724,2226060,15,705,542742,Approved
No,763622,1120680,15,621,641271,Rejected
Yes,437074,2751640,10,799,294114,Rejected
No,767918,1767320,10,703,1717731,Approved
No,861584,1483650,15,761,1164015,Approved
No,1031668,3543240,20,652,1639681,Rejected
Yes,636672,2325560,15,655,1487093,Rejected
No,708112,2962210,10,693,1075028,Rejected
Yes,662896,1809790,15,732,1467181,Approved
Yes,763773,1546600,10,744,498911,Approved
No,422602,2596670,15,698,1502135,Rejected
No,1139812,1143430,15,703,649141,Approved
No,1005115,1319960,15,738,1432828,Approved
Yes,719150,1275870,20,703,808824,Approved
No,988884,1606500,20,651,959889,Rejected
Yes,708361,857080,10,744,451331,Approved
No,858832,1693330,20,715,996344,Approved
No,1061907,2255490,10,745,1144831,Approved
No,611975,2375080,20,655,354562,Rejected
No,754607,822570,15,821,1326891,Approved
No,730084,1649380,15,679,556800,Rejected
No,730708,2136340,10,693,824436,Rejected
No,768265,1216050,15,729,1304927,Approved
No,863417,2445860,10,736,1424016,Approved
No,590364,1348480,20,756,703315,Approved
No,522199,3285080,10,748,1448608,Rejected
No,758244,577310,10,748,1256128,Approved
No,974348,1695350,15,707,1692098,Approved
No,680128,2426970,15,721,1296155,Rejected
No,771613,1262020,10,737,1034719,Approved
No,701307,2178050,10,723,446415,Approved
No,977185,2683800,20,684,1222218,Rejected
No,727199,2593420,15,733,367309,Rejected
Yes,498419,1737620,15,738,680851,Rejected
No,612726,790750,10,778,1166420,Approved
No,455030,3200850,15,735,1106297,Rejected
No,740001,2407420,15,638,699650,Rejected
No,438172,2028480,15,776,480258,Rejected
Yes,572856,1611240,20,690,1059645,Rejected
Yes,877975,1469400,10,699,1020966,Rejected
No,748820,3411660,10,821,951961,Rejected
Yes,909555,1602960,10,802,500797,Approved
No,733540,903520,10,784,1183418,Approved
No,862650,2700090,15,659,1193807,Rejected
Yes,644456,2181860,15,670,1162231,Rejected
Yes,1021676,2322970,10,667,1521421,Rejected
No,865890,1049710,10,728,2037276,Approved
No,728820,1196480,10,770,483925,Approved
Yes,645273,2526580,15,632,1083351,Rejected
No,662564,249370,10,748,450326,Approved
No,805281,1792450,10,712,1150121,Approved
No,585279,2430420,10,758,925154,Rejected
Yes,845176,1546890,10,714,1488903,Approved
No,928735,1783660,15,747,1045728,Approved
No,894899,1572410,10,725,1341942,Approved
Yes,415955,2346350,20,754,1198731,Rejected
No,862041,1930750,15,640,1418249,Rejected
Yes,795635,2346590,15,817,512131,Approved
No,1133822,1550850,10,754,712702,Approved
No,722887,3209350,20,696,1052032,Rejected
No,620634,2624110,15,822,1515137,Rejected
No,485996,965310,15,799,813107,Approved
Yes,693921,2105310,10,684,1590464,Rejected
No,672131,2318680,20,770,1011448,Rejected
No,770178,1836240,10,712,865340,Approved
No,542709,2272700,10,823,968957,Rejected
No,863950,1752880,15,706,1498505,Approved
Yes,934879,1763060,10,734,961096,Approved
No,788585,2551290,20,690,528377,Rejected
Yes,596911,859500,10,744,1068731,Approved
No,1003112,2144060,15,784,1372297,Approved
No,541420,2514980,15,719,771277,Rejected
No,885883,3036640,15,726,641040,Rejected
No,562414,1581190,10,786,842479,Approved
Yes,1043641,2045870,10,686,1186456,Rejected
No,604037,2613290,20,681,1116966,Rejected
No,923324,1883440,20,719,460254,Approved
No,741441,1943450,10,754,915142,Approved
No,797048,1929080,15,677,1197778,Rejected
No,923823,1171570,10,712,852607,Approved
No,532484,1564070,15,690,787560,Rejected
No,1007255,2368840,20,653,1658410,Rejected
No,660730,1750020,20,748,443282,Approved
No,1012523,2883500,10,747,2070828,Approved
No,778735,1115450,10,734,1142576,Approved
No,653073,2583750,15,682,1577365,Rejected
No,896847,1188920,15,614,722804,Rejected
No,834346,2108150,20,664,1676904,Rejected
Yes,363155,1650330,10,730,907894,Rejected
Yes,660596,2217770,15,646,1632485,Rejected
No,1165427,2480280,15,704,993190,Approved
No,695254,2014850,20,807,519884,Approved
No,486695,2622650,15,695,1458261,Rejected
No,591182,1161900,15,702,1307086,Approved
No,935577,1422550,15,796,1162672,Approved
No,894196,2120920,10,769,695322,Approved
Yes,725265,2265370,15,725,1421526,Approved
No,667676,2544800,10,753,667194,Rejected
Yes,679459,2039540,10,773,1301764,Approved
No,622754,2649560,15,760,1137015,Rejected
No,772977,2740020,10,792,1176188,Rejected
No,647308,3138310,10,864,1462807,Rejected
No,780553,2932590,15,649,1103242,Rejected
No,665110,3066690,20,594,1698145,Rejected
Yes,1089321,1369610,20,770,538598,Approved
No,905538,2196160,10,660,756416,Rejected
Yes,600541,1863390,15,737,998124,Approved
No,988278,2011130,20,711,357015,Rejected
Yes,1049097,793960,15,748,890070,Approved
No,746425,2073860,20,746,981847,Approved
No,901349,2938850,10,713,460206,Rejected
Yes,744180,1886740,15,774,1500001,Approved
No,958309,1876200,15,673,1077958,Rejected
No,674468,1914330,15,632,421945,Rejected
Yes,1002854,1609710,20,674,797689,Rejected
No,821535,1337020,15,700,867241,Approved
Yes,844458,2143810,10,673,923232,Rejected
Yes,630871,1800150,20,723,1109818,Approved
No,536367,2534430,20,732,1154811,Rejected
No,802148,2698130,20,834,556969,Rejected
No,743330,695190,10,720,518570,Approved
No,275297,393940,10,755,662717,Approved
No,520996,2677410,10,730,754782,Rejected
No,1041219,2213160,10,759,1250209,Approved
No,577496,2378370,15,705,904143,Rejected
Yes,922701,2574650,15,764,1043811,Approved
No,685212,1152610,15,707,635548,Approved
No,540063,2497810,20,678,2175130,Rejected
No,711041,3204030,15,786,531123,Rejected
No,730154,1521690,15,729,950741,Approved
No,856447,1645370,15,699,1146172,Rejected
No,639574,2992920,10,820,589562,Rejected
No,487019,2233230,10,666,933890,Rejected
No,909695,1868250,15,798,1153082,Approved
No,567753,1609450,15,771,830987,Approved
No,779181,858470,10,775,1266419,Approved
No,882377,3663540,10,795,533401,Rejected
No,715954,2297510,15,684,1140159,Rejected
Yes,531289,1390260,10,678,401860,Rejected
Yes,837341,398320,15,807,711224,Approved
No,785496,3010190,20,707,1017864,Rejected
No,580239,686970,10,722,1744700,Approved
No,793798,2194380,15,690,1249502,Rejected
No,551706,2405870,20,705,930701,Rejected
Yes,737317,1992340,10,776,931182,Approved
No,740715,1288410,10,772,1576553,Approved
No,654349,1657000,15,659,937797,Rejected
No,560676,2773250,15,680,1183352,Rejected
No,895598,1007060,10,750,1353857,Approved
Yes,1099621,1994150,20,631,783056,Rejected
No,596799,1655170,15,813,1407854,Approved
No,572741,3394110,20,741,1071660,Rejected
No,892582,2377410,10,755,701326,Approved
No,443924,1372240,15,691,962966,Rejected
Yes,654287,2240420,10,810,1245180,Rejected
No,792186,917950,15,685,1037850,Rejected
No,760732,1975490,15,763,1442230,Approved
Yes,1021499,2545260,20,635,689900,Rejected
No,1015666,1169670,20,674,798179,Rejected
No,811960,3078180,15,837,1026889,Rejected
No,829256,1273000,15,593,1775633,Rejected
No,1188287,2073210,10,690,672444,Rejected
Yes,977801,2285640,10,786,1560731,Approved
No,1080637,1140540,15,697,521760,Rejected
No,474290,1786520,15,718,936254,Rejected
No,556321,1564560,15,663,953151,Rejected
No,700291,1554310,10,696,1330798,Rejected
No,727073,2070420,10,766,890136,Approved
Yes,1113410,1058210,10,702,886214,Approved
Yes,797696,2396740,10,783,878002,Approved
No,575928,2257970,10,696,1351054,Rejected
No,988581,1529750,20,681,949025,Rejected
No,1146905,2313490,15,793,894401,Approved
Yes,603383,2862810,10,761,664717,Rejected
Yes,1052830,1435130,10,736,1210911,Approved
No,893244,2281420,20,790,1129580,Approved
No,772713,2850840,15,826,823550,Rejected
No,1223558,1488860,20,723,942554,Approved
No,909734,1923950,15,740,1066172,Approved
No,868394,1767970,15,728,1419478,Approved
Yes,631445,2962250,20,769,143775,Rejected
No,1078429,2218290,20,673,1222039,Rejected
Yes,938600,1529850,10,726,463083,Approved
No,419802,2122500,15,696,190602,Rejected
Yes,601854,1446050,10,802,135200,Rejected
No,430423,2913800,15,681,494072,Rejected
No,686837,2589550,20,751,674986,Rejected
No,927912,2787900,15,665,1073677,Rejected
No,901266,2036070,15,718,1003825,Approved
No,743283,2769870,10,671,930942,Rejected
No,499037,1028110,20,812,659954,Approved
No,944204,793740,10,743,495265,Approved
Yes,1027101,2468900,10,670,1002043,Rejected
Yes,759786,1515470,20,671,287462,Rejected
No,568791,905060,20,782,690501,Approved
Yes,605469,2252490,15,683,1336019,Rejected
No,718081,1924060,15,819,618627,Approved
No,618027,1975320,10,778,345231,Rejected
Yes,902369,2689270,10,771,918471,Approved
Yes,1011376,1152000,10,744,742858,Approved
Yes,416764,2818110,15,775,1157410,Rejected
No,240364,2350550,20,687,1173382,Rejected
No,727695,2449440,10,678,777870,Rejected
Yes,767829,1834350,15,671,1610689,Rejected
No,744690,2206730,15,846,1212822,Approved
No,628818,1801220,10,764,1222890,Approved
No,541827,1291370,15,807,975050,Approved
No,586403,1333170,10,704,1821304,Approved
Yes,708672,2107260,15,745,1235856,Approved
No,542219,2140860,10,772,663510,Rejected
No,1176219,2703550,10,708,1312521,Approved
Yes,570480,1944390,20,687,251877,Rejected
Yes,399686,1792820,20,640,688741,Rejected
No,783893,2220300,15,811,1028451,Approved
No,799286,3085440,15,800,872050,Rejected
No,544578,3078250,10,729,238838,Rejected
No,714143,150890,10,698,219798,Rejected
Yes,582812,698570,15,765,1066504,Approved
No,727178,1563430,10,803,1601463,Approved
No,472883,2730190,15,628,929877,Rejected
No,985447,2133750,15,668,687876,Rejected
No,722671,2055290,10,716,1609056,Approved
No,929435,966930,15,729,570230,Approved
No,759601,1776900,20,729,1393923,Approved
No,656310,1594330,10,767,-83679,Rejected
No,747339,1976670,20,636,967594,Rejected
Yes,542691,3247200,15,671,404784,Rejected
No,630125,2181720,10,719,1701544,Rejected
No,799971,1013070,20,779,816010,Approved
Yes,984842,2027680,20,738,1136645,Approved
Yes,1092843,2175080,10,717,1231464,Approved
No,469967,490150,10,726,898285,Approved
Yes,772265,1620480,20,713,1436326,Approved
Yes,507091,1572840,10,777,712448,Approved
No,1001186,1416280,10,740,723493,Approved
No,891850,3422140,15,740,503059,Rejected
No,770620,1984980,15,794,1024413,Approved
No,627414,2333350,15,742,995665,Rejected
Yes,797937,2736750,20,668,1432400,Rejected
No,449772,1257270,10,735,163250,Rejected
No,1008378,3137580,10,667,1223396,Rejected
Yes,332924,2643290,15,799,888330,Rejected
No,337961,2077840,10,764,1383285,Rejected
No,977123,1318320,10,764,859593,Approved
No,327112,1652770,15,690,825793,Rejected
No,1033976,2383210,15,697,2043549,Rejected
No,935881,874190,20,760,883211,Approved
Yes,974661,2439180,15,705,963327,Approved
Yes,694091,2617590,10,758,1203291,Rejected
No,554485,1789300,10,686,1009450,Rejected
No,561345,2205750,15,648,820476,Rejected
Yes,776612,1632480,10,670,1001414,Rejected
No,736236,2177460,10,727,728973,Approved
Yes,1398006,2152390,10,625,455281,Rejected
No,966695,1713270,10,661,677251,Rejected
No,786333,2266700,15,798,1721172,Approved
Yes,311449,1536940,15,714,-620723,Rejected
No,794035,2128450,10,715,1167150,Approved
No,696810,2821170,20,707,1170643,Rejected
No,553604,1630290,15,817,971912,Approved
Yes,709245,2105890,10,641,990445,Rejected
No,881403,1620720,10,751,796016,Approved
No,434813,1008890,20,728,1154703,Approved
No,999797,2596330,20,785,1138133,Approved
No,534070,2614750,10,702,674934,Rejected
Yes,606958,1920650,15,773,1724655,Approved
Yes,440584,1507850,10,686,1140833,Rejected
Yes,841732,2479170,20,666,6376,Rejected
No,486597,1618090,15,797,1877957,Approved
No,491724,1328600,10,712,964474,Approved
No,910629,2756970,15,771,683105,Approved
Yes,1194052,1724190,10,731,1488069,Approved
Yes,879970,683690,10,792,801098,Approved
No,810145,3342160,10,727,1316313,Rejected
Yes,989644,2215050,10,630,1251067,Rejected
No,1066413,1761930,10,818,420585,Approved
No,983825,2176330,15,678,1152341,Rejected
No,564630,1526370,20,667,347035,Rejected
Yes,1036757,1162920,15,707,734485,Approved
No,863009,972070,15,637,703093,Rejected
No,913452,1722680,15,755,990847,Approved
No,388508,1701710,15,682,1572011,Rejected
No,1149898,1436110,15,697,667600,Rejected
Yes,659344,2775160,15,718,1795167,Rejected
Yes,632574,3616690,20,694,1427173,Rejected
Yes,806445,2453330,10,784,735770,Approved
No,678142,1661050,20,704,1312401,Approved
Yes,687417,2529130,15,689,791954,Rejected
Yes,761945,1040870,10,802,1031812,Approved
Yes,721160,2386760,20,682,1093493,Rejected
Yes,848200,1563260,10,731,1027550,Approved
Yes,782881,2122990,15,663,1194024,Rejected
No,949772,800960,10,707,590052,Approved
Yes,568869,3741580,15,804,540699,Rejected
No,471078,2008100,20,700,1432050,Rejected
Yes,605857,1103120,15,663,668335,Rejected
Yes,905312,1668930,15,742,2272431,Approved
No,776580,1802390,10,740,1074576,Approved
No,890867,2960380,10,697,393191,Rejected
No,741210,2479450,10,739,522733,Rejected
Yes,847014,2117790,15,675,660615,Rejected
No,1015826,3275520,15,755,15663,Rejected
No,272293,2649510,15,767,1357856,Rejected
Yes,607853,347860,15,708,1064233,Approved
No,597678,3247790,15,689,1191531,Rejected
Yes,865960,2400460,20,609,628600,Rejected
Yes,590132,1953570,20,735,533129,Approved
No,764178,2003500,15,685,353465,Rejected
No,771551,1096680,10,715,906490,Approved
Yes,838953,1492430,20,738,731512,Approved
No,697071,2696320,15,649,2262651,Rejected
Yes,876721,1951770,15,770,1827972,Approved
No,414651,2680160,20,696,1071298,Rejected
Yes,952061,1526950,15,719,834209,Approved
No,1098782,1618620,20,701,1202897,Approved
No,728769,2751650,15,716,759400,Rejected
No,959868,3340250,15,743,1244171,Rejected
No,655684,2823350,15,785,646845,Rejected
No,1047412,1933760,15,770,981074,Approved
No,397477,1067350,20,735,654835,Approved
Yes,625122,1810410,15,714,527638,Approved
Yes,793516,3139650,10,713,1409189,Rejected
No,1078167,1603980,10,686,1850780,Rejected
No,1060717,2684780,15,731,917718,Approved
Yes,716262,520240,15,707,503271,Approved
No,648626,1864000,15,755,927121,Approved
No,702079,2424520,15,651,-264071,Rejected
No,960926,3297480,10,811,1256890,Rejected
No,991100,3263030,20,695,1250069,Rejected
No,573494,1969850,15,727,1609488,Rejected
No,755985,1782210,15,755,1218470,Approved
No,676354,1464470,10,734,127142,Rejected
No,585544,3281520,10,727,1743047,Rejected
Yes,650043,1772890,20,623,699616,Rejected
Yes,469777,1792790,15,727,745711,Rejected
No,512663,1941120,15,719,591316,Rejected
No,1259355,451310,15,744,563260,Approved
No,687797,2789880,10,712,704251,Rejected
Yes,695661,1563380,10,713,267164,Rejected
No,581470,1507500,15,639,873729,Rejected
Yes,796084,2640270,20,747,1322886,Approved
Yes,881300,1130760,15,701,863071,Approved
No,734803,3144810,15,751,1150549,Rejected
No,845708,2182790,20,720,1714765,Approved
Yes,873193,1691170,15,791,1106860,Approved
